"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"5487","0707018C",0,0,0,1,0,1,40,37,0,0,38.18,52.54,62500.5,0,0,38.458
"5488","0707020C",0,0,0,1,0,1,37,37,0,0,59,64.89,87500.5,0,0,40.221
"5489","0707022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.713
"5490","0707023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.849
"5491","0707024C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.399
"5492","0708004C",0,1,0,0,0,2,28,36,1,1,38.18,39.2,22500.5,0,1,34.719
"5493","0708018C",0,0,0,1,0,1,29,NA,NA,0,35.78,NA,12500.5,1,0,45.774
"5494","0710004C",0,0,0,1,0,1,27,NA,NA,1,34.95,NA,17500.5,1,0,42.903
"5495","0710007C",0,0,0,1,0,1,35,38,1,1,34.95,39.2,17500.5,1,1,45.152
"5496","0710008C",0,0,0,1,0,1,45,42,1,1,NA,39.18,12500.5,1,0,50.666
"5497","0710009C",0,0,0,1,0,1,42,36,1,1,38.18,39.2,45000.5,0,0,36.958
"5498","0710012C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.326
"5499","0710015C",0,0,0,1,0,1,40,41,1,1,34.95,39.18,5000,1,0,59.236
"5500","0710020C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.465
"5501","0710021C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.35
"5502","0710022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.537
"5503","0710025C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.806
"5504","0711006C",1,0,1,0,0,1,34,33,1,0,38.18,53.5,62500.5,0,0,54.984
"5505","0711011C",1,0,1,0,0,1,29,NA,NA,0,59,NA,32500.5,0,0,50.272
"5506","0711012C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76
"5507","0711015C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.418
"5508","0712002C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.296
"5509","0712003C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.047
"5510","0712007C",0,0,0,1,0,1,38,42,1,1,NA,35.92,17500.5,1,0,30.666
"5511","0712010C",0,0,0,1,0,2,41,40,0,0,NA,38.18,37500.5,0,0,46.298
"5512","0712011C",0,0,0,1,0,1,33,NA,NA,0,38.18,NA,37500.5,0,0,58.458
"5513","0712012C",0,0,0,1,0,1,37,33,1,1,35.78,35.78,17500.5,1,0,60.529
"5514","0712013C",0,1,0,0,0,1,53,46,1,0,38.18,34.95,27500.5,0,0,51.01
"5515","0712015C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.439
"5516","0712016C",0,0,0,1,0,2,44,44,0,0,NA,39.2,37500.5,0,0,54.169
"5517","0712019C",0,0,1,0,0,1,31,30,1,0,53.5,29.6,37500.5,0,0,53.879
"5518","0712021C",0,0,0,1,0,1,37,35,0,1,38.18,53.5,37500.5,0,0,49.024
"5519","0712022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.452
"5520","0712023C",0,1,0,0,0,1,44,35,0,0,53.5,34.95,32500.5,0,0,44.501
"5521","0712024C",0,0,0,1,0,1,39,44,1,0,38.18,35.92,27500.5,0,0,45.273
"5522","0712025C",0,0,1,0,0,1,31,30,1,0,53.5,29.6,37500.5,0,0,43.072
"5523","0712041C",0,0,0,1,0,NA,38,39,1,1,35.78,35.92,17500.5,1,NA,43.308
"5524","0713002C",0,0,0,0,0,1,45,51,1,1,34.95,38.18,45000.5,0,0,49.54
"5525","0717001C",0,0,0,0,0,1,50,53,0,1,53.5,77.5,150000.5,0,0,59.251
"5526","0717002C",0,0,0,0,1,1,39,48,0,0,62.87,77.5,150000.5,0,0,71.68
"5527","0717006C",0,0,0,1,0,2,32,34,1,0,34.95,34.95,62500.5,0,0,62.916
"5528","0717011C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.718
"5529","0717014C",0,1,0,0,0,1,42,42,0,0,NA,35.78,150000.5,0,0,60.968
"5530","0717020C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.278
"5531","0723001C",1,0,0,0,1,1,39,44,0,0,34.95,34.95,45000.5,0,0,49.062
"5532","0723002C",1,0,0,0,0,1,36,38,0,0,35.78,53.5,87500.5,0,0,51.104
"5533","0723004C",1,0,0,1,0,1,28,29,1,0,NA,38.18,32500.5,0,0,56.549
"5534","0723005C",1,1,0,0,0,2,37,42,0,0,NA,53.5,200001,0,0,65.378
"5535","0723008C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.889
"5536","0723014C",1,1,0,0,0,1,45,46,1,1,34.95,35.78,62500.5,0,0,48.467
"5537","0723016C",1,1,0,0,0,1,33,36,0,0,61.56,62.87,87500.5,0,0,60.29
"5538","0723017C",1,1,0,0,0,1,39,47,0,0,53.5,52.54,87500.5,0,0,54.882
"5539","0723020C",1,1,0,0,0,2,34,37,0,0,38.18,53.5,37500.5,0,0,56.858
"5540","0728002C",0,1,0,0,0,2,38,31,1,0,38.18,NA,17500.5,1,1,41.435
"5541","0728003C",0,1,0,0,0,1,40,43,0,1,53.5,39.18,87500.5,0,0,40.043
"5542","0728004C",0,1,0,0,0,1,37,45,0,0,38.18,35.63,200001,0,0,57.609
"5543","0728005C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.868
"5544","0728006C",0,1,0,0,0,1,43,41,0,0,61.56,39.18,87500.5,0,0,44.545
"5545","0728007C",0,1,0,0,0,1,43,48,0,0,38.18,39.2,62500.5,0,0,44.654
"5546","0728009C",0,1,0,0,0,1,NA,54,1,NA,NA,35.92,37500.5,0,0,39.534
"5547","0728010C",0,1,0,0,0,1,47,59,0,1,34.95,53.5,37500.5,0,0,29.496
"5548","0728011C",0,1,0,0,0,1,30,31,1,0,35.78,35.92,45000.5,0,0,43.811
"5549","0728013C",0,1,0,0,0,1,38,39,1,1,38.18,35.63,37500.5,0,0,54.972
"5550","0728014C",0,1,0,0,0,1,31,32,1,0,52.54,35.63,7500.5,1,1,29.683
"5551","0728016C",0,1,0,0,0,1,35,38,1,0,38.18,35.63,87500.5,0,0,52.554
"5552","0728017C",0,1,0,0,0,1,32,46,1,1,38.18,NA,12500.5,1,0,47.491
"5553","0728018C",0,1,0,0,0,1,37,37,1,0,38.18,35.92,45000.5,0,0,55.869
"5554","0728022C",0,1,0,0,0,1,29,35,0,1,NA,35.92,22500.5,1,1,28.905
"5555","0728023C",0,1,0,0,0,1,43,38,0,0,34.95,39.18,32500.5,0,0,44.013
"5556","0728024C",0,1,0,0,0,2,31,29,1,1,NA,29.6,7500.5,1,0,38.91
"5557","0729001C",0,0,0,0,1,1,51,52,1,1,NA,34.95,5000,1,0,62.951
"5558","0729003C",0,0,1,0,0,1,37,NA,NA,1,61.56,NA,17500.5,1,1,46.948
"5559","0729006C",0,1,0,0,0,1,46,46,0,0,63.43,63.43,45000.5,0,0,42.649
"5560","0729007C",0,1,0,0,0,1,39,47,0,0,53.5,53.5,150000.5,0,0,59.893
"5561","0729008C",0,0,0,0,0,1,32,35,0,1,NA,34.95,22500.5,1,1,42.849
"5562","0729009C",0,1,0,0,0,1,50,56,0,0,38.18,53.5,87500.5,0,0,47.136
"5563","0729010C",0,1,0,0,0,1,26,NA,NA,1,35.63,NA,12500.5,1,1,59.787
"5564","0729012C",0,1,0,0,0,2,39,40,0,0,63.43,59,150000.5,0,0,35.356
"5565","0729013C",0,0,1,0,0,NA,45,48,0,0,63.43,64.89,87500.5,0,0,46.875
"5566","0729015C",0,1,0,0,0,1,37,50,0,0,63.43,52.54,62500.5,0,0,53.051
"5567","0729018C",0,1,0,0,0,1,41,55,0,0,38.18,53.5,87500.5,0,0,69.748
"5568","0729020C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.605
"5569","0729021C",0,1,0,0,0,1,42,45,0,0,77.5,77.5,200001,0,0,63.087
"5570","0729022C",0,1,0,0,0,1,29,25,1,1,NA,39.2,7500.5,1,1,43.446
"5571","0729023C",0,0,1,0,0,1,37,38,0,1,NA,64.89,62500.5,0,0,62.77
"5572","0729024C",0,0,0,0,0,1,35,36,1,0,35.78,39.18,22500.5,0,0,38.875
"5573","0729040C",0,1,0,0,0,1,39,41,0,0,NA,38.18,45000.5,0,0,31.542
"5574","0731003C",0,1,0,0,0,1,31,NA,NA,0,34.95,NA,12500.5,1,NA,54.916
"5575","0731004C",0,0,1,0,0,1,37,NA,NA,0,38.18,NA,27500.5,0,1,49.06
"5576","0731005C",0,1,0,0,0,1,23,NA,NA,1,NA,NA,22500.5,1,1,38.312
"5577","0731006C",0,0,0,1,0,1,36,38,1,1,29.6,33.42,22500.5,1,0,56.522
"5578","0731007C",0,1,0,0,0,2,NA,32,0,NA,NA,35.78,22500.5,1,1,31.256
"5579","0731009C",0,1,0,0,0,1,32,33,1,1,38.18,39.2,7500.5,1,0,34.548
"5580","0731010C",0,0,1,0,0,1,27,NA,NA,1,34.95,NA,12500.5,1,1,41.161
"5581","0731011C",0,0,1,0,0,1,27,NA,NA,0,NA,NA,7500.5,1,1,44.935
"5582","0731016C",0,1,0,0,0,1,31,37,1,1,34.95,34.95,5000,1,1,42.056
"5583","0731017C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.973
"5584","0731018C",0,1,0,0,0,1,26,NA,NA,1,38.18,NA,5000,1,1,52.698
"5585","0731019C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.272
"5586","0731020C",0,1,0,0,0,1,28,30,1,1,NA,39.2,17500.5,1,0,38.75
"5587","0731022C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.169
"5588","0731023C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.954
"5589","0731040C",0,0,1,0,0,1,31,NA,NA,1,57.83,NA,22500.5,0,0,48.73
"5590","0732001C",0,1,0,0,0,1,27,43,1,1,34.95,35.78,17500.5,1,1,43.469
"5591","0732004C",0,1,0,0,0,1,46,52,1,1,34.95,34.95,27500.5,0,0,56.995
"5592","0732010C",0,1,0,0,0,2,37,40,1,1,34.95,NA,12500.5,1,1,56.19
"5593","0732012C",0,1,0,0,0,2,28,NA,NA,1,29.6,NA,17500.5,0,1,39.908
"5594","0732013C",0,1,0,0,0,1,28,NA,NA,1,53.5,NA,22500.5,0,0,45.983
"5595","0732014C",0,1,0,0,0,1,29,NA,NA,1,37.67,NA,7500.5,1,1,38.199
"5596","0732015C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.682
"5597","0732016C",0,1,0,0,0,1,30,33,1,1,NA,33.42,32500.5,0,0,58.028
"5598","0732019C",0,1,0,0,0,1,40,46,1,0,38.18,39.2,45000.5,0,0,69.058
"5599","0732020C",0,1,0,0,0,1,41,41,0,0,61.56,33.42,17500.5,0,1,55.481
"5600","0732021C",0,0,1,0,0,1,27,NA,NA,0,38.18,NA,22500.5,0,1,37.995
"5601","0732023C",0,1,0,0,0,1,31,36,0,1,57.83,35.78,37500.5,0,0,35.817
"5602","0732024C",0,1,0,0,0,1,33,33,1,1,35.78,33.42,45000.5,0,0,54.438
"5603","0732042C",0,1,0,0,0,1,38,44,1,1,NA,NA,12500.5,1,1,52.911
"5604","0732043C",0,1,0,0,0,1,36,37,1,1,35.78,35.92,12500.5,1,0,54.323
"5605","0732044C",0,1,0,0,0,1,NA,48,1,NA,NA,62.87,87500.5,0,0,49.343
"5606","0732048C",0,1,0,0,0,1,NA,36,0,NA,NA,37.67,37500.5,0,0,53.003
"5607","0732051C",0,1,0,0,0,1,36,29,1,1,NA,39.18,22500.5,0,0,61.458
"5608","0733001C",0,1,0,0,0,1,53,39,0,0,38.18,64.89,62500.5,0,0,65.098
"5609","0733002C",0,1,0,0,0,1,41,44,0,0,61.56,35.78,87500.5,0,0,53.991
"5610","0733004C",0,1,0,0,0,1,44,NA,NA,0,35.78,NA,32500.5,0,0,57.444
"5611","0733005C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.988
"5612","0733006C",0,1,0,0,0,1,38,39,0,0,NA,39.18,37500.5,0,0,56.699
"5613","0733007C",0,1,0,0,0,1,36,25,1,1,38.18,NA,17500.5,1,0,45.549
"5614","0733009C",0,1,0,0,0,1,35,NA,NA,0,NA,NA,17500.5,1,1,33.403
"5615","0733010C",0,1,0,0,0,1,55,53,1,1,NA,39.2,32500.5,0,0,40.604
"5616","0733012C",0,1,0,0,0,1,40,47,1,1,38.18,53.5,150000.5,0,0,59.591
"5617","0733014C",0,1,0,0,0,1,30,40,1,0,61.56,37.67,62500.5,0,0,70.351
"5618","0733016C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43
"5619","0733017C",0,1,0,0,0,1,28,NA,NA,0,59,NA,27500.5,0,0,55.012
"5620","0733018C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.079
"5621","0734001C",0,1,0,0,0,2,41,NA,NA,0,38.18,NA,45000.5,0,0,60.542
"5622","0734004C",0,1,0,0,0,1,35,36,1,0,NA,39.2,22500.5,0,0,56.797
"5623","0734005C",0,1,0,0,0,2,56,53,1,1,37.67,NA,5000,1,0,52.158
"5624","0734007C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.425
"5625","0734008C",0,1,0,0,0,1,41,46,0,0,38.18,53.5,87500.5,0,0,56.943
"5626","0734009C",0,1,0,0,0,1,30,57,1,1,NA,NA,12500.5,1,0,20.427
"5627","0734010C",0,1,0,0,0,1,44,47,0,0,61.56,64.89,87500.5,0,0,61.485
"5628","0734011C",0,0,1,0,0,1,42,NA,NA,1,63.43,NA,5000,1,1,49.719
"5629","0734013C",0,1,0,0,0,1,33,35,1,0,38.18,38.18,62500.5,0,0,47.216
"5630","0734015C",0,1,0,0,0,1,33,31,1,0,34.95,39.2,37500.5,0,0,44.401
"5631","0734016C",0,1,0,0,0,1,30,30,0,0,59,35.92,62500.5,0,0,57.173
"5632","0734017C",0,1,0,0,0,1,38,39,0,0,NA,53.5,62500.5,0,0,27.664
"5633","0734018C",0,1,0,0,0,1,38,46,0,1,NA,77.5,150000.5,0,0,60.538
"5634","0734019C",0,1,0,0,0,1,26,NA,NA,1,NA,NA,32500.5,0,1,46.045
"5635","0734021C",0,1,0,0,0,1,42,43,0,0,61.56,59,150000.5,0,0,56.864
"5636","0734022C",0,1,0,0,0,1,34,36,0,0,35.78,63.43,22500.5,0,0,50.896
"5637","0734023C",0,0,0,1,0,1,41,55,0,0,61.56,35.78,62500.5,0,0,58.815
"5638","0734024C",0,1,0,0,0,1,39,40,0,0,38.18,35.78,150000.5,0,0,58.141
"5639","0734040C",0,1,0,0,0,1,32,33,1,0,35.78,33.42,32500.5,0,0,41.516
"5640","0735005C",0,1,0,0,0,1,42,49,0,1,38.18,35.78,62500.5,0,0,57.907
"5641","0735009C",0,1,0,0,0,1,31,35,0,1,38.18,39.18,22500.5,1,0,51.323
"5642","0735013C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.626
"5643","0735019C",0,1,0,0,0,2,38,44,1,1,34.95,34.95,22500.5,0,0,50.345
"5644","0736001C",0,1,0,0,0,1,44,56,0,1,57.83,38.18,87500.5,0,0,59.831
"5645","0736002C",0,1,0,0,0,1,52,54,0,0,63.43,37.67,22500.5,0,0,44.005
"5646","0736004C",0,1,0,0,0,1,51,52,0,0,38.18,35.78,45000.5,0,0,56.015
"5647","0736007C",0,1,0,0,0,1,48,51,0,0,53.5,48.69,87500.5,0,0,52.963
"5648","0736008C",0,1,0,0,0,1,46,49,0,0,63.43,53.5,87500.5,0,0,62.117
"5649","0736012C",0,1,0,0,0,1,NA,48,0,NA,NA,64.89,62500.5,0,0,55.85
"5650","0736013C",0,1,0,0,0,1,42,NA,NA,1,NA,NA,7500.5,1,1,37.532
"5651","0736016C",0,1,0,0,0,1,38,32,0,0,NA,53.5,22500.5,0,0,49.992
"5652","0737001C",1,0,0,0,1,2,41,39,0,0,NA,64.89,62500.5,0,0,55.896
"5653","0737002C",1,1,0,0,0,1,39,NA,NA,0,53.5,NA,62500.5,0,0,52.149
"5654","0737003C",1,1,0,0,0,1,46,50,0,0,38.18,53.5,200001,0,0,45.515
"5655","0737004C",1,1,0,0,0,1,37,39,0,0,NA,64.89,87500.5,0,0,52.8
"5656","0737005C",1,1,0,0,0,1,37,37,0,0,NA,35.78,87500.5,0,0,49.214
"5657","0737006C",1,1,0,0,0,1,41,43,0,0,53.5,53.5,150000.5,0,0,52.877
"5658","0737008C",1,1,0,0,0,1,42,43,0,0,63.43,39.2,62500.5,0,0,58.441
"5659","0737009C",0,1,0,0,0,1,31,36,0,0,38.18,53.5,45000.5,0,0,56.897
"5660","0737011C",0,1,0,0,0,1,40,47,0,0,53.5,35.78,62500.5,0,0,66.498
"5661","0737012C",1,1,0,0,0,1,36,44,0,0,NA,34.95,32500.5,0,0,61.614
"5662","0737013C",1,1,0,0,0,1,42,43,0,0,38.18,39.18,62500.5,0,0,64.385
"5663","0737015C",1,1,0,0,0,1,33,40,0,0,53.5,48.69,87500.5,0,0,56.776
"5664","0737016C",1,1,0,0,0,2,41,39,0,0,59,62.87,62500.5,0,0,51.144
"5665","0737018C",1,1,0,0,0,1,43,40,1,0,63.43,37.67,62500.5,0,0,51.065
"5666","0737019C",0,1,0,0,0,1,38,NA,NA,0,57.83,NA,27500.5,0,0,50.539
"5667","0737020C",1,1,0,0,0,1,43,NA,NA,0,53.5,NA,87500.5,0,0,61.122
"5668","0737021C",0,1,0,0,0,1,35,33,0,0,35.78,48.69,150000.5,0,0,44.877
"5669","0737022C",1,1,0,0,0,1,33,36,0,0,61.56,53.5,150000.5,0,0,55.544
"5670","0737023C",1,1,0,0,0,1,33,34,0,0,34.95,53.5,87500.5,0,0,57.021
"5671","0737024C",1,1,0,0,0,1,34,36,0,0,34.95,34.95,62500.5,0,0,51.859
"5672","0739002C",0,1,0,0,0,2,34,36,0,0,35.78,39.2,45000.5,0,0,57.34
"5673","0739003C",0,1,0,0,0,1,33,NA,NA,1,NA,NA,7500.5,1,1,35.754
"5674","0739004C",0,1,0,0,0,1,32,38,1,0,57.83,35.92,87500.5,0,0,50.641
"5675","0739005C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.703
"5676","0739008C",0,1,0,0,0,2,27,29,1,1,NA,53.5,27500.5,0,1,40.838
"5677","0739009C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.837
"5678","0739010C",0,1,0,0,0,2,46,42,0,0,NA,53.5,37500.5,0,0,42.142
"5679","0739015C",0,1,0,0,0,1,41,42,1,0,33.42,33.42,27500.5,0,0,51.738
"5680","0739016C",0,1,0,0,0,1,31,35,1,1,48.69,48.69,22500.5,0,0,42.301
"5681","0739017C",0,1,0,0,0,1,39,41,0,0,38.18,53.5,150000.5,0,0,53.023
"5682","0739020C",0,1,0,0,0,1,37,49,1,0,38.18,53.5,45000.5,0,0,61.086
"5683","0739021C",0,1,0,0,0,1,46,38,0,0,53.5,33.42,62500.5,0,0,55.902
"5684","0739022C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.225
"5685","0739023C",0,1,0,0,0,1,27,NA,NA,0,33.42,NA,87500.5,0,0,51.044
"5686","0739024C",0,0,1,0,0,1,41,NA,NA,1,34.95,NA,5000,1,1,48.202
"5687","0739027C",0,1,0,0,0,1,39,41,0,0,38.18,53.5,150000.5,0,0,49.75
"5688","0740001C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.481
"5689","0740003C",0,0,0,1,0,2,31,40,0,1,33.42,35.63,27500.5,0,0,34.484
"5690","0740004C",0,1,0,0,0,1,46,35,1,1,38.18,35.92,87500.5,0,0,49.686
"5691","0740005C",0,1,0,0,0,1,NA,44,1,NA,NA,48.69,27500.5,0,0,51.081
"5692","0740006C",0,1,0,0,0,1,40,47,1,0,57.83,35.92,27500.5,0,0,50.153
"5693","0740007C",0,1,0,0,0,1,42,42,1,1,NA,33.42,62500.5,0,0,44.309
"5694","0740008C",0,1,0,0,0,1,35,45,1,1,NA,39.18,5000,1,1,38.817
"5695","0740009C",0,1,0,0,0,1,37,NA,NA,1,38.18,NA,45000.5,0,0,61.527
"5696","0740010C",0,1,0,0,0,1,33,36,1,0,59,39.2,45000.5,0,0,48.355
"5697","0740011C",0,1,0,0,0,1,35,39,1,0,33.42,39.2,22500.5,1,0,45.624
"5698","0740012C",0,1,0,0,0,1,41,46,1,1,38.18,39.2,37500.5,0,0,47.362
"5699","0740013C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.437
"5700","0740014C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.294
"5701","0740017C",0,1,0,0,0,1,48,49,1,1,57.83,39.2,27500.5,0,0,64.825
"5702","0740018C",0,1,0,0,0,2,32,42,1,1,33.42,39.18,12500.5,1,0,51.092
"5703","0740019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.118
"5704","0740021C",0,1,0,0,0,1,31,37,0,1,38.18,34.95,45000.5,0,0,47.681
"5705","0740024C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.051
"5706","0743003C",0,1,0,0,0,1,39,49,0,0,72.1,63.43,62500.5,0,0,56.234
"5707","0743005C",0,1,0,0,0,1,30,32,0,0,NA,35.92,27500.5,0,0,57.185
"5708","0743006C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.48
"5709","0743007C",0,0,1,0,0,1,50,NA,NA,0,33.42,NA,17500.5,0,0,50.042
"5710","0743008C",0,1,0,0,0,1,39,44,0,1,53.5,35.63,62500.5,0,0,48.58
"5711","0743010C",0,1,0,0,0,1,40,45,1,0,53.5,39.2,45000.5,0,0,60.878
"5712","0743011C",0,1,0,0,0,2,31,NA,NA,0,63.43,NA,17500.5,0,1,48.653
"5713","0743012C",0,1,0,0,0,1,52,48,1,1,34.95,34.95,17500.5,0,0,43.008
"5714","0743013C",0,1,0,0,0,1,41,43,1,1,34.95,35.78,22500.5,0,0,61.773
"5715","0743014C",0,1,0,0,0,1,30,32,1,0,38.18,35.78,45000.5,0,0,53.359
"5716","0743018C",0,1,0,0,0,1,32,38,1,0,61.56,39.2,62500.5,0,0,46.487
"5717","0743019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.174
"5718","0743020C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.659
"5719","0743021C",0,1,0,0,0,1,43,40,0,0,72.1,72.1,62500.5,0,0,59.14
"5720","0743022C",0,1,0,0,0,1,37,42,0,0,NA,35.63,32500.5,0,0,49.035
"5721","0743023C",0,1,0,0,0,1,40,40,0,0,61.56,61.56,87500.5,0,0,57.273
"5722","0743024C",0,1,0,0,0,1,41,41,0,0,NA,53.5,150000.5,0,0,56.119
"5723","0745002C",0,1,0,0,0,1,42,50,1,0,63.43,35.63,87500.5,0,0,60.94
"5724","0745003C",0,1,0,0,0,1,29,31,1,0,57.83,35.63,32500.5,0,0,42.296
"5725","0745005C",0,1,0,0,0,1,40,43,1,1,38.18,39.18,62500.5,0,0,38.708
"5726","0745007C",0,0,0,1,0,1,30,31,1,1,33.42,35.63,12500.5,1,0,45.409
"5727","0745008C",0,1,0,0,0,1,38,48,1,0,63.43,35.92,87500.5,0,0,47.493
"5728","0745010C",0,1,0,0,0,1,41,44,1,1,34.95,29.6,37500.5,0,0,47.261
"5729","0745011C",0,1,0,0,0,2,NA,29,0,NA,NA,35.63,12500.5,1,0,52.55
"5730","0745014C",0,1,0,0,0,1,43,NA,NA,1,35.78,NA,22500.5,0,0,44.337
"5731","0745016C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.84
"5732","0745017C",0,1,0,0,0,1,37,40,1,1,35.78,63.43,27500.5,0,0,44.551
"5733","0745018C",0,1,0,0,0,1,40,42,1,1,57.83,35.92,45000.5,0,1,55.235
"5734","0745019C",0,1,0,0,0,1,54,54,1,1,NA,35.92,87500.5,0,0,49.596
"5735","0745020C",0,1,0,0,0,1,41,44,1,0,38.18,33.42,45000.5,0,0,54.911
"5736","0745021C",0,1,0,0,0,NA,28,34,1,1,38.18,39.18,22500.5,0,0,37.415
"5737","0745022C",0,1,0,0,0,1,34,36,1,1,38.18,39.18,12500.5,1,0,50.197
"5738","0745023C",0,1,0,0,0,2,30,27,1,1,34.95,33.42,12500.5,1,0,45.745
"5739","0746001C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.352
"5740","0746002C",0,1,0,0,0,1,41,43,1,0,38.18,39.2,87500.5,0,0,55.452
"5741","0746003C",0,1,0,0,0,2,44,47,1,1,NA,35.78,62500.5,0,0,54.104
"5742","0746004C",0,1,0,0,0,1,32,32,1,1,29.6,39.18,17500.5,1,1,49.613
"5743","0746005C",0,1,0,0,0,1,45,48,0,0,63.43,72.1,87500.5,0,0,59.795
"5744","0746006C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.148
"5745","0746007C",0,1,0,0,0,1,24,32,0,1,33.42,33.42,37500.5,0,0,50.762
"5746","0746008C",0,1,0,0,0,2,30,31,1,1,34.95,29.6,32500.5,0,0,52.227
"5747","0746009C",0,1,0,0,0,2,27,33,0,0,NA,39.2,37500.5,0,0,41.873
"5748","0746010C",0,1,0,0,0,1,37,37,1,0,53.5,48.69,45000.5,0,0,50.522
"5749","0746011C",0,1,0,0,0,1,22,62,1,1,NA,35.63,12500.5,1,0,57.997
"5750","0746012C",0,1,0,0,0,1,31,32,0,0,NA,33.42,37500.5,0,0,37.903
"5751","0746013C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.303
"5752","0746015C",0,1,0,0,0,2,27,30,1,1,NA,35.63,7500.5,1,1,58.162
"5753","0746016C",0,1,0,0,0,1,35,36,0,0,NA,NA,17500.5,1,0,18.6
"5754","0746017C",0,1,0,0,0,1,28,33,0,1,33.42,33.42,45000.5,0,0,56.593
"5755","0746019C",0,1,0,0,0,1,34,37,0,0,34.95,53.5,45000.5,0,0,69.581
"5756","0746020C",0,1,0,0,0,1,36,40,1,0,38.18,53.5,62500.5,0,0,53.197
"5757","0746022C",0,1,0,0,0,2,45,41,0,0,NA,64.89,150000.5,0,0,70.124
"5758","0746023C",0,1,0,0,0,2,30,30,0,0,NA,53.5,37500.5,0,0,62.288
"5759","0746024C",0,1,0,0,0,1,33,33,1,0,34.95,39.18,62500.5,0,0,52.665
"5760","0748001C",0,0,0,0,0,1,27,NA,NA,1,NA,NA,7500.5,1,1,53.263
"5761","0748002C",0,1,0,0,0,1,30,30,0,0,38.18,34.95,45000.5,0,0,52.771
"5762","0748003C",0,1,0,0,0,2,31,NA,NA,1,38.18,NA,12500.5,1,1,53.562
